"Generation" "Index" "AAlpha" "ABeta" "BAlpha" "BBeta" "BConc" "AConc" "fitness" "distance"
1 0 12.1889 31.8465 40.4152 13.6068 1.71849646455848 5.06572507752447 8.01021586194962e-254 -48.2815035354415
1 1 12.1889 31.8465 40.4152 13.197 1.66674020206316 5.06572507481484 2.2947248534782e-254 -48.3332597979368
1 2 12.1889 31.8465 40.4152 13.197 1.66674020206316 5.06572507481484 2.2947248534782e-254 -48.3332597979368
1 3 12.1889 31.8465 40.4152 13.197 1.66674020206316 5.06572507481484 2.2947248534782e-254 -48.3332597979368
1 4 12.1889 31.8465 40.4152 13.197 1.66674020206316 5.06572507481484 2.2947248534782e-254 -48.3332597979368
1 5 12.1889 31.8465 40.4152 13.197 1.66674020206316 5.06572507481484 2.2947248534782e-254 -48.3332597979368
1 6 12.1889 31.8465 40.4152 13.197 1.66674020206316 5.06572507481484 2.2947248534782e-254 -48.3332597979368
1 7 12.5527 31.8465 40.4152 13.197 1.66642536152894 5.06121654316698 2.27733132815615e-254 -48.3335746384711
1 8 12.1889 31.8465 40.4152 13.197 1.66674020206316 5.06572507481484 2.2947248534782e-254 -48.3332597979368
1 9 12.1889 31.8465 40.4152 13.197 1.66674020206316 5.06572507481484 2.2947248534782e-254 -48.3332597979368
1 10 12.1889 31.8465 40.4152 13.3472 1.68571014321127 5.06572505992232 3.62901959958161e-254 -48.3142898567887
1 11 12.1889 31.8465 40.4152 13.197 1.66674020206316 5.06572507481484 2.2947248534782e-254 -48.3332597979368
1 12 12.1889 31.8465 40.4152 13.197 1.66674020206316 5.06572507481484 2.2947248534782e-254 -48.3332597979368
1 13 12.1889 31.8465 40.4152 13.197 1.66674020206316 5.06572507481484 2.2947248534782e-254 -48.3332597979368
1 14 12.1889 31.8465 40.5583 12.8815 1.62114276495368 5.06572495210641 7.61973712622879e-255 -48.3788572350463
1 15 12.1889 31.8465 40.4152 13.197 1.66674020206316 5.06572507481484 2.2947248534782e-254 -48.3332597979368
1 16 12.1889 31.8465 40.4152 13.5381 1.70981992771697 5.06572501187595 6.49635186048405e-254 -48.290180072283
1 17 12.1889 31.8465 40.4152 13.197 1.66674020206316 5.06572507481484 2.2947248534782e-254 -48.3332597979368
1 18 12.1889 31.8465 40.4152 13.197 1.66674020206316 5.06572507481484 2.2947248534782e-254 -48.3332597979368
1 19 12.1889 31.8465 40.4152 13.197 1.66674020206316 5.06572507481484 2.2947248534782e-254 -48.3332597979368
1 20 12.1889 31.8465 40.4152 13.197 1.66674020206316 5.06572507481484 2.2947248534782e-254 -48.3332597979368
1 21 12.1889 31.8465 40.4152 13.197 1.66674020206316 5.06572507481484 2.2947248534782e-254 -48.3332597979368
1 22 12.1889 31.8465 40.4152 13.197 1.66674020206316 5.06572507481484 2.2947248534782e-254 -48.3332597979368
1 23 12.1889 31.8465 40.4152 13.1833 1.66501003030739 5.06572506377936 2.20075344760409e-254 -48.3349899696926
1 24 12.1889 31.8465 40.4152 13.197 1.66674020206316 5.06572507481484 2.2947248534782e-254 -48.3332597979368
1 25 12.1889 31.8465 40.4152 13.197 1.66674020206316 5.06572507481484 2.2947248534782e-254 -48.3332597979368
1 26 12.1889 31.8465 40.312 12.9398 1.63844852634118 5.06572515773731 1.158004639535e-254 -48.3615514736588
1 27 12.1889 31.8465 40.4152 13.197 1.66674020206316 5.06572507481484 2.2947248534782e-254 -48.3332597979368
1 28 12.1889 31.8465 40.4152 13.197 1.66674020206316 5.06572507481484 2.2947248534782e-254 -48.3332597979368
1 29 12.1889 33.2416 40.4152 13.197 1.6667541108814 5.06915506096915 2.29549630718717e-254 -48.3332458891186
1 30 12.1889 31.8465 40.4152 13.197 1.66674020206316 5.06572507481484 2.2947248534782e-254 -48.3332597979368
1 31 12.1889 31.8465 40.4152 13.197 1.66674020206316 5.06572507481484 2.2947248534782e-254 -48.3332597979368
1 32 12.1889 31.4893 40.4152 13.197 1.66673649095562 5.0648084339438 2.29451906038657e-254 -48.3332635090444
1 33 12.1889 31.8465 40.8998 13.197 1.6469552142539 5.06572462455172 1.42244697072503e-254 -48.3530447857461
1 34 12.1889 31.8465 40.4152 13.197 1.66674020206316 5.06572507481484 2.2947248534782e-254 -48.3332597979368
1 35 12.1889 31.8465 40.4152 13.197 1.66674020206316 5.06572507481484 2.2947248534782e-254 -48.3332597979368
1 36 12.1889 31.8465 40.4152 13.197 1.66674020206316 5.06572507481484 2.2947248534782e-254 -48.3332597979368
1 37 12.1889 31.8465 40.4152 13.197 1.66674020206316 5.06572507481484 2.2947248534782e-254 -48.3332597979368
1 38 12.1889 31.8465 40.4152 13.197 1.66674020206316 5.06572507481484 2.2947248534782e-254 -48.3332597979368
1 39 12.1889 31.3972 40.4152 13.197 1.66673553460186 5.06456931743914 2.29446603042047e-254 -48.3332644653981
1 40 12.1889 31.8465 40.4152 13.197 1.66674020206316 5.06572507481484 2.2947248534782e-254 -48.3332597979368
1 41 12.4568 31.8465 40.5209 13.197 1.66214791980349 5.06238884177183 2.05366846441382e-254 -48.3378520801965
1 42 12.1889 31.8465 40.4152 13.197 1.66674020206316 5.06572507481484 2.2947248534782e-254 -48.3332597979368
1 43 12.1889 31.8465 40.4152 13.197 1.66674020206316 5.06572507481484 2.2947248534782e-254 -48.3332597979368
1 44 12.1889 31.8465 40.4152 13.197 1.66674020206316 5.06572507481484 2.2947248534782e-254 -48.3332597979368
1 45 12.1889 31.8465 40.801 13.197 1.65095055823552 5.06572504081976 1.56669474141751e-254 -48.3490494417645
1 46 12.1889 31.8465 40.4152 13.6206 1.72023952644138 5.06572463448452 8.35446205885342e-254 -48.2797604735586
1 47 11.5793 31.8465 40.4152 13.197 1.66745538034133 5.07368637157896 2.33473003483458e-254 -48.3325446196587
1 48 12.1889 31.8465 40.4152 13.197 1.66674020206316 5.06572507481484 2.2947248534782e-254 -48.3332597979368
1 49 12.1889 31.357 40.4152 13.197 1.66673510576067 5.06446482431842 2.29444225150693e-254 -48.3332648942393
1 50 12.1889 31.8465 40.4152 13.197 1.66674020206316 5.06572507481484 2.2947248534782e-254 -48.3332597979368
1 51 12.1889 31.8465 40.4152 13.197 1.66674020206316 5.06572507481484 2.2947248534782e-254 -48.3332597979368
1 52 12.1889 31.8465 40.4152 12.7363 1.60855533730011 5.06572505756803 5.61937011079969e-255 -48.3914446626999
1 53 12.1889 31.3583 40.4152 13.197 1.6667353161792 5.06446823384766 2.29445391902142e-254 -48.3332646838208
1 54 12.1889 31.8465 40.4152 13.197 1.66674020206316 5.06572507481484 2.2947248534782e-254 -48.3332597979368
1 55 12.1889 31.8465 40.4152 13.197 1.66674020206316 5.06572507481484 2.2947248534782e-254 -48.3332597979368
1 56 12.1889 31.8465 41.0252 13.197 1.64191165916636 5.06572502076032 1.25914966680162e-254 -48.3580883408336
1 57 12.1889 31.8465 40.4152 13.197 1.66674020206316 5.06572507481484 2.2947248534782e-254 -48.3332597979368
1 58 12.1889 31.8465 40.4152 13.197 1.66674020206316 5.06572507481484 2.2947248534782e-254 -48.3332597979368
1 59 12.1889 31.8465 40.4152 13.197 1.66674020206316 5.06572507481484 2.2947248534782e-254 -48.3332597979368
1 60 12.1889 31.8465 40.4152 13.197 1.66674020206316 5.06572507481484 2.2947248534782e-254 -48.3332597979368
1 61 12.1889 31.8465 40.4152 13.197 1.66674020206316 5.06572507481484 2.2947248534782e-254 -48.3332597979368
1 62 12.1889 31.8465 40.4152 13.197 1.66674020206316 5.06572507481484 2.2947248534782e-254 -48.3332597979368
